date,hour,price_lear,price_p10,price_p90,n_windows,mlp_used,fm_used,fm_raw_price,timestamp,days_ahead
2026-04-03,15,119.6779034602925,109.49947977131347,118.63806630694924,5,True,True,134.6243133544922,2026-04-03 13:00:00+00:00,7
2026-04-03,16,134.07639848438728,107.04961040186146,137.60397094146595,5,True,True,143.08416748046875,2026-04-03 14:00:00+00:00,7
2026-04-03,17,148.50745594892234,114.59990958342169,174.25835335171266,5,True,True,152.45706176757812,2026-04-03 15:00:00+00:00,7
2026-04-03,18,146.6286274322793,132.51974629954216,153.43380876200567,5,True,True,153.47366333007812,2026-04-03 16:00:00+00:00,7
2026-04-03,19,146.4361789861792,129.80038793287088,179.76394525687158,5,True,True,146.57467651367188,2026-04-03 17:00:00+00:00,7
2026-04-03,20,134.58754281778832,127.82315878915358,146.99552684419734,5,True,True,140.30648803710938,2026-04-03 18:00:00+00:00,7
2026-04-03,21,130.18365075904543,120.56089860201094,145.05242909234647,5,True,True,134.60116577148438,2026-04-03 19:00:00+00:00,7
2026-04-03,22,131.05860527728782,126.92791534672686,176.83092502993736,5,True,True,130.5239715576172,2026-04-03 20:00:00+00:00,7
2026-04-03,23,127.2491340674569,118.893667541588,150.2314483159974,5,True,True,129.65451049804688,2026-04-03 21:00:00+00:00,7
2026-04-04,0,133.3850639716703,126.9087530377254,144.82465085076186,5,True,True,128.40176391601562,2026-04-03 22:00:00+00:00,8
2026-04-04,1,136.14497010873887,150.62974718819336,167.4364762433622,5,True,True,126.75070190429688,2026-04-03 23:00:00+00:00,8
2026-04-04,2,132.81056587965895,120.81304839627607,134.85561304167885,5,True,True,126.36796569824219,2026-04-04 00:00:00+00:00,8
2026-04-04,3,132.0057203702222,114.24775985748738,138.84319065567263,5,True,True,128.03762817382812,2026-04-04 01:00:00+00:00,8
2026-04-04,4,127.45175428764608,115.44283361457975,144.8666206872582,5,True,True,133.6401824951172,2026-04-04 02:00:00+00:00,8
2026-04-04,5,135.57292917764244,124.97101767257597,159.37268684307415,5,True,True,141.89039611816406,2026-04-04 03:00:00+00:00,8
2026-04-04,6,138.00775226378778,126.67294030392199,162.5881870067777,5,True,True,146.96148681640625,2026-04-04 04:00:00+00:00,8
2026-04-04,7,137.64422329173885,107.49149443454282,135.10745785329104,5,True,True,141.75025939941406,2026-04-04 05:00:00+00:00,8
2026-04-04,8,134.9332141904705,112.24115584458087,148.61496360193166,5,True,True,133.81394958496094,2026-04-04 06:00:00+00:00,8
2026-04-04,9,132.71484698628691,101.10105092471514,139.44151613698224,5,True,True,126.05327606201172,2026-04-04 07:00:00+00:00,8
2026-04-04,10,122.76780328347324,81.2943684055953,140.54305584641196,5,True,True,117.912109375,2026-04-04 08:00:00+00:00,8
2026-04-04,11,108.45303648140887,73.6874536763388,140.15202148718106,5,True,True,107.1312255859375,2026-04-04 09:00:00+00:00,8
2026-04-04,12,95.41456009185553,38.50495821943134,139.76818540470316,5,True,True,109.47393798828125,2026-04-04 10:00:00+00:00,8
2026-04-04,13,94.57694024625178,69.2657520729168,122.31655843992152,5,True,True,116.704345703125,2026-04-04 11:00:00+00:00,8
2026-04-04,14,94.04676323021931,63.99217208432725,156.32733606065204,5,True,True,124.91559600830078,2026-04-04 12:00:00+00:00,8
2026-04-04,15,120.23655109084893,92.92702174687028,131.5306431170811,5,True,True,134.3464813232422,2026-04-04 13:00:00+00:00,8
2026-04-04,16,134.9048378136253,108.94168063945821,142.7792935920505,5,True,True,144.292724609375,2026-04-04 14:00:00+00:00,8
